id,nu_ddd_farmacia,nu_telefone_farmacia,nu_cep_farmacia
10414,27,33362974,29135000
10415,51,37641186,95930000
10416,42,32257380,84025000
10417,61,36691616,72876030
10418,21,33725047,20771560
10419,54,33832003,99400000
10420,21,26322378,25940000
10421,67,34661255,79730000
10422,33,32341326,35130000
10423,62,39433075,75025090
10424,81,9953-204,55170000
10425,44,32442038,87140000
10426,44,34472768,87750000
10427,35,32261813,37240000
10428,44,34531578,87910000
10429,89,34229989,64600000
10430,65,32771133,78236000
10431,27,33713943,29903508
10432,15,33737360,18201650
10433,17,38321579,15300000
10434,55,32523300,97610000
10435,62,33853129,76520000
10436,21,32716675,21250540
10437,16,38774877,14091250
10438,35,38212668,37200000
10439,31,38313667,35900088
10440,44,35223997,87360000
10441,14,33729629,18900000
10442,44,35351923,85835000
10443,31,34536294,31655690
10444,77,34472153,46280000
10445,42,32262255,84030000
10446,68,32135007,69900064
10447,22,38248222,28300000
10448,62,3550-100,75360000
10449,19,34912886,13360000
10450,51,33370324,91010000
10451,16,33451652,13590000
10452,17,34426505,15600000
10453,69,34169801,78962070
10454,18,36237862,16010290
10455,15,32313522,18025300
10456,19,38953119,13960000
10457,35,3441-382,37570000
10458,27,37220482,29703100
10459,17,32831243,15155000
10460,35,3558-405,37950000
10461,19,38326466,13179180
10462,35,34414207,37570000
10463,11,37352050,5596000
10464,22,25372475,28640000
10465,17,32323677,15042102
10466,51,30611696,90150002
10467,22,3861-371,28570000
10468,33,33141231,36950000
10469,31,37416205,36420000
10470,48,32770748,88680000
10471,73,32301212,45545000
10472,37,32711212,35650000
10473,16,37241322,14400820
10474,27,32629350,29230000
10475,19,36412604,13880000
10476,35,37221231,37701000
10477,62,32264100,74075040
10478,61,34357355,71936250
10479,27,37541237,29890000
10480,34,32692222,38300076
10481,31,38371968,35970000
10482,18,33661381,19780000
10483,31,34563249,33861410
10484,42,3657-208,85270000
10485,37,35511598,35610000
10486,54,33313271,99500000
10487,41,32448056,80240050
10488,21,24071425,26087150
10489,33,35223744,39800015
10490,66,35213153,78580000
10491,32,36938965,36200001
10492,65,33361666,78400000
10493,31,34527578,31535000
10494,79,35462124,49260000
10495,18,36523016,16300000
10496,31,38915456,36570000
10497,11,37695736,18540000
10498,47,34393363,89204040
10499,31,34274228,31710000
10500,62,35111543,75400000
10501,84,32032080,59054500
10502,27,33145919,29055145
10503,17,32278731,15090000
10504,15,3035-370,18051290
10505,35,32652700,37190000
10506,27,37511038,29880000
10507,11,32747400,13270210
10508,21,26671085,26285000
10509,11,45214728,31201774
10510,14,36229780,17201450
10511,32,37225066,36880000
10512,86,32132415,64003850
10513,67,30560505,79097150
10514,19,34217444,13414040
10515,21,32147825,25070005
10516,16,33714774,1356390
10517,32,37413515,36800000
10518,64,34047310,75503260
10519,32,32113632,36080001
10520,17,36811103,15773000
10521,35,35641006,78652000
10522,64,34541006,75503210
10523,62,32971521,74465100
10524,15,32632490,18550000
10525,16,39422275,14166080
10526,63,33661759,77650000
10527,62,33534741,76380000
10528,38,37228881,35790000
10529,15,32245500,18035330
10530,21,2616-340,24320570
10531,35,98528422,37200000
10532,67,35791178,79590000
10533,31,32978445,30350330
10534,33,33152126,35330000
10535,83,32312300,58075000
10536,11,45825517,13212254
10537,17,36313163,15775000
10538,16,31013333,14015170
10539,19,33018029,13400056
10540,31,36251776,33805010
10541,21,24722828,24050000
10542,35,36551156,37690000
10543,31,33984337,32013650
10544,31,34422028,31110050
10545,27,37351196,29600000
10546,27,33816770,29043055
10547,21,24071425,30190060
10548,21,32716675,20950050
10549,21,38166969,22031010
10550,17,35310402,15800090
10551,19,34887218,13380000
10552,18,33411194,19880000
10553,34,33142484,38037000
10554,89,34841200,64730000
10555,34,9200-633,38550000
10556,44,36315141,87200000
10557,67,33876009,79062130
10558,18,32213129,19031000
10559,67,34671661,79700000
10560,21,3693-597,26600000
10561,14,97131289,19930000
10562,62,33530000,76380000
10563,13,34733360,11701000
10564,66,99134844,78785000
10565,82,33043373,57020220
10566,18,32821030,19280000
10567,64,36792010,76160000
10568,62,35170088,74460970
10569,17,32623305,15440000
10570,22,27324293,28053512
10571,38,38321256,39540000
10572,46,35325318,85460000
10573,33,33141290,36950000
10574,71,32438106,40375016
10575,84,32412345,59190000
10576,86,33431643,64240000
10577,55,33612655,98870000
10578,84,36741379,59114400
10579,45,30281313,85856000
10580,64,35711214,76180000
10581,64,35642020,76170000
10582,27,33718014,29903033
10583,55,33871416,98750000
10584,83,32961462,58297000
10585,47,35335520,88400000
10586,18,36419750,16200270
10587,55,33750922,98280000
10588,27,32491026,29273000
10589,31,36870471,33400000
10590,49,33290920,89810010
10591,22,38247457,28300000
10592,43,32731613,86615000
10593,51,35729403,93125140
10594,34,38315602,38740000
10595,44,36651261,87530000
10596,51,35164403,91350050
10597,64,21011300,75827000
10598,69,34411436,76963837
10599,47,33698694,88210000
10600,17,34851912,15600000
10601,21,32716675,24120191
10602,62,32561490,74423090
10603,21,32716675,25241390
10604,61,25710691,32632090
10605,19,38496954,13276130
10606,55,33541238,98995000
10607,61,36131234,72910000
10608,41,30787701,80410240
10609,61,36151180,72850705
10610,19,32668282,13054105
10611,19,38651909,13184420
10612,54,30287400,95020190
10613,85,33342820,62850000
10614,42,34229525,84500000
10615,44,32534308,87043290
10616,33,34119299,39703000
10617,32,37471494,36834000
10618,31,35228183,32450000
10619,69,3435-220,76956000
10620,19,39227417,13179180
10621,14,34413995,17600494
10622,41,30787701,83601030
10623,42,30860500,84072200
10624,34,32245032,38413150
10625,79,35491236,49490000
10626,32,33751175,36360000
10627,19,36085887,13720000
10628,47,3375-004,89278000
10629,41,34273501,83209000
10630,31,35995550,32400000
10631,16,32663848,14955000
10632,18,36523211,16300000
10633,15,35313665,18460000
10634,31,3833-110,35908000
10635,38,36723535,38600000
10636,42,30282953,84045100
10637,21,25418000,22010010
10638,41,36662925,83407425
10639,88,36911193,63700000
10640,21,32716675,21380000
10641,37,33531399,38910000
10642,74,36412095,44900000
10643,46,35322985,85460000
10644,49,36225091,89900000
10645,55,33551013,97930000
10646,31,32483350,30290570
10647,47,33764510,89254710
10648,77,34512551,46430000
10649,33,32411545,35290000
10650,66,35320303,78550328
10651,32,34222142,36772010
10652,61,36370100,73751201
10653,11,40388704,13232210
10654,79,34471767,49514000
10655,73,32110712,45600000
10656,32,32322175,36025550
10657,61,34912254,72145806
10658,64,3661-437,75830000
10659,51,35653832,93890000
10660,89,34541138,64690000
10661,16,32027166,14887000
10662,27,32751176,29196085
10663,44,32261010,87023160
10664,62,32514099,74480800
10665,18,38711469,17980000
10666,41,32042900,83321000
10667,21,37136400,24417300
10668,37,33441377,35565000
10669,34,38471268,38540000
10670,71,30115418,40040472
10671,62,32484200,74835620
10672,31,35911139,32681585
10673,64,34136633,75650000
10674,46,35472938,85640000
10675,28,35582005,29550000
10676,43,35791126,84945000
10677,32,35322333,36500000
10678,71,32738840,41760000
10679,44,32525252,87600000
10680,43,32321717,86170000
10681,83,33831605,58155000
10682,64,36681150,75820000
10683,45,32545059,85960000
10684,77,34611025,45263000
10685,83,32388150,58058800
10686,34,38242801,38720000
10687,12,36723712,12120000
10688,51,37811020,93548370
10689,12,36462915,12580000
10690,48,34351443,88860000
10691,34,32255000,38410675
10692,31,35917721,32664010
10693,73,36281186,45865000
10694,38,35615006,38770000
10695,45,32811268,85960000
10696,66,96138228,78720630
10697,69,34482233,78981000
10698,67,32682339,79390000
10699,14,35844415,16600000
10700,31,36251375,33823380
10701,44,35711804,87290000
10702,37,9965-993,35590000
10703,75,88178836,45490000
10704,64,34335600,75513540
10705,83,35222710,58806000
10706,28,35222225,29307201
10707,62,33496226,76375000
10708,55,32341223,97385000
10709,34,33366825,38022300
10710,86,32202910,64025130
10711,43,32552525,86600000
10712,27,37281500,29785000
10713,21,26327346,25940000
10714,14,32612276,17120000
10715,44,34411959,87890000
10716,47,33462737,88309202
10717,82,21223360,57020510
10718,82,99341502,57660000
10719,67,33540895,79017043
10720,84,3203-520,59380000
10721,55,96378997,98635000
10722,62,33711898,76600000
10723,43,34012150,86290000
10724,12,39721389,12380000
10725,75,3436-101,48470000
10726,44,35284252,85935000
10727,62,34512541,73840000
10728,61,33694244,71573030
10729,67,33165100,79092250
10730,41,36291168,83190000
10731,66,34022300,78695000
10732,11,40240430,13304650
10733,32,33327812,36200482
10734,64,3674-552,76200000
10735,35,33412103,3744000
10736,65,36829968,78110400
10737,19,36721941,13650000
10738,51,37091012,95900000
10739,24,33471921,27213150
10740,16,36030154,14095000
10741,16,33418898,14940000
10742,22,26653125,28970000
10743,42,32391164,84061000
10744,83,33961645,58489000
10745,14,38139337,18602092
10746,18,36511214,16360000
10747,19,38641191,13177042
10748,31,37712280,35700007
10749,11,37695736,11310913
10750,37,35413254,35620000
10751,34,3849-309,38500000
10752,33,35211666,35044190
10753,31,32705851,30320010
10754,62,33662150,76490000
10755,14,32630177,18680030
10756,27,37221726,29704051
10757,35,35312693,37950000
10758,19,38933024,13920000
10759,21,22304068,23061160
10760,19,38791688,13190000
10761,83,32923392,58280000
10762,18,36911906,15290000
10763,11,32747400,74130010
10764,81,3662-200,55540000
10765,19,36471313,13715000
10766,31,32978378,30360240
10767,19,32522874,13026137
10768,35,34351686,37640000
10769,15,32511227,18270840
10770,17,32716688,15120000
10771,18,35831417,17740000
10772,35,37311368,37795000
10773,53,3226-311,96085470
10774,84,36531160,59035260
10775,16,33823382,15997156
10776,16,33515000,14801300
10777,49,35580055,89669000
10778,19,35543018,13614085
10779,82,33511019,57015180
10780,32,34262100,36790000
10781,17,34822976,15350000
10782,21,32716675,20770061
10783,31,38268652,35160004
10784,11,37695736,20770240
10785,31,35574038,35420000
10786,42,33043610,85015340
10787,27,33292506,29111400
10788,17,36329073,15706079
10789,31,32705823,31610273
10790,37,32231488,35582000
10791,14,36410979,17340000
10792,27,33823932,29060200
10793,67,3241-403,79200000
10794,35,38210122,37200000
10795,14,35541664,16500000
10796,79,3449-165,49530000
10797,33,32731190,35058450
10798,61,34846102,72420250
10799,61,3965-111,72125170
10800,35,35331787,37970000
10801,31,38561501,35995000
10802,35,32925444,37130000
10803,75,32621203,48730000
10804,19,3827-433,13160000
10805,21,37313000,24900000
10806,33,33521499,35360000
10807,98,34711569,65500000
10808,28,3522-448,29303290
10809,13,33175007,11250000
10810,16,36221136,14060060
10811,28,35424623,29360000
10812,35,38322145,37270000
10813,84,32342525,59056500
10814,34,32831083,38420000
10815,22,38245511,28300000
10816,77,34882289,47650000
10817,31,34429731,30000000
10818,31,33855022,32235000
10819,32,33451683,36260000
10820,16,33431067,14815000
10821,11,32747400,18075042
10822,27,37224282,29700010
10823,31,35211950,32400000
10824,42,9858-938,84400000
10825,21,2407-142,20720012
10826,19,32684719,13058340
10827,35,3361-353,37464000
10828,31,32713771,30160030
10829,43,31560005,86600000
10830,11,32747400,13280000
10831,21,25966675,21220310
10832,44,35250088,87309610
10833,79,34313916,49500000
10834,31,35586443,35420000
10835,32,35561805,36530000
10836,87,38210856,56503250
10837,31,38575175,35441000
10838,16,36240027,14090260
10839,35,34431118,37590000
10840,17,32742126,15170000
10841,84,32131800,59114250
10842,84,98451502,59790000
10843,19,34529308,13480290
10844,35,33413030,37452000
10845,31,33394200,30180060
10846,38,37546177,39205000
10847,31,34217666,31170800
10848,31,33839940,30620440
10849,11,32374968,11088190
10850,93,35282892,68193000
10851,12,39669876,12221520
10852,17,38321196,15300000
10853,51,36351584,95760000
10854,47,32688500,88220000
10855,35,32953763,37750000
10856,17,35422602,14960000
10857,67,33142188,79002100
10858,48,36443034,88790000
10859,64,35613199,76170000
10860,44,34472823,87750000
10861,33,37311415,39600000
10862,73,3421-755,45065000
10863,14,35547111,17509110
10864,45,30961500,85806010
10865,51,37741070,95990000
10866,44,30141111,86990000
10867,65,32831060,78310000
10868,32,33313840,36227000
10869,35,3294-614,37145000
10870,75,32813138,48601000
10871,14,37142336,18760000
10872,33,3312-206,36955000
10873,41,33835946,83010080
10874,61,21076550,72110800
10875,77,34518500,46450000
10876,84,40058267,59037700
10877,84,32632650,59584000
10878,34,38321209,38740000
10879,66,34861358,78795000
10880,83,35341068,58915000
10881,14,32951338,17270000
10882,55,30269595,97015373
10883,34,34112939,38280000
10884,81,32552012,54220140
10885,47,33232384,89055000
10886,22,27721506,27945401
10887,89,3462-165,64500000
10888,62,33411218,75170000
10889,27,32661728,29640000
10890,15,32427897,18115750
10891,71,3205-422,41830050
10892,49,36361180,89897000
10893,35,32673844,37120000
10894,37,32742425,35669000
10895,18,32832512,19275000
10896,84,33832241,59980000
10897,64,34521137,75695000
10898,51,30835300,94859030
10899,62,30973700,74967145
10900,43,34741103,86845000
10901,34,34210045,38200000
10902,41,36291420,83190000
10903,27,32771120,29185000
10904,21,27675166,26010391
10905,66,35621655,78545000
10906,12,39614467,12310060
10907,51,36213910,95555000
10908,49,32431857,88535000
10909,51,37201070,95880000
10910,32,34222904,36770038
10911,71,32678974,40155150
10912,61,33565531,72025025
10913,47,34371762,89226628
10914,31,35712400,35460000
10915,86,98220550,59020100
10916,84,32742525,59570000
10917,66,32230010,78200000
10918,18,38513005,17930000
10919,67,33148108,79033280
10920,75,33362682,46970000
10921,33,35331351,39820000
10922,66,35952292,78525000
10923,67,33142155,79002075
10924,18,37047077,15370000
10925,46,35621015,85628000
10926,84,33533213,59920000
10927,83,32891559,58330000
10928,41,32485259,81110350
10929,83,93150206,58307150
10930,11,31299501,19814000
10931,38,32186600,39420000
10932,66,34242500,78740046
10933,32,37462030,36830000
10934,14,32861224,17475000
10935,48,36584518,88750000
10936,31,38955392,35444000
10937,63,33571852,77470000
10938,87,38613660,56302370
10939,61,36283286,72860454
10940,77,36612854,46380000
10941,14,32060406,17030671
10942,43,35411678,84280000
10943,16,33510100,13564380
10944,45,32520021,85902220
10945,14,32624443,17120000
10946,21,27139769,24461265
10947,33,34231126,39750000
10948,75,32621504,48730000
10949,38,35412122,39150000
10950,32,32238088,36083010
10951,82,21223366,57071390
10952,21,32716675,21215160
10953,67,33165100,79950000
10954,28,35421554,29360000
10955,55,35125200,98970000
10956,46,3563-373,85710000
10957,35,37298400,37701103
10958,15,32536353,18255000
10959,33,33785242,36906000
10960,42,36356250,85301060
10961,38,38318136,39517000
10962,32,32742637,36150000
10963,38,38241297,39530000
10964,22,27637510,27975080
10965,62,39421888,74535150
10966,67,3316-510,78005000
10967,16,34127720,13574380
10968,63,33633939,77500000
10969,18,32824258,19280000
10970,84,32728190,59142210
10971,17,34217548,15505185
10972,53,32261566,96090240
10973,13,98138221,11900000
10974,31,33831994,30590210
10975,62,35941888,74912390
10976,37,33813555,35530000
10977,95,36259410,69316702
10978,62,33381241,72960000
10979,53,32379008,96224000
10980,99,36431373,65950000
10981,35,38511611,37170000
10982,62,33133333,73790000
10983,27,32543074,29156025
10984,31,93947838,35170150
10985,33,35363872,39801287
10986,19,39271800,13425380
10987,19,3651-266,13990000
10988,12,38882702,11673100
10989,41,33825252,83065260
10990,31,34811589,34710000
10991,45,35741000,85853000
10992,62,32472700,74305010
10993,16,34193619,13565200
10994,67,32911012,79400000
10995,21,37016701,24461561
10996,47,35441054,89176000
10997,75,33642144,46980000
10998,27,37331245,29630000
10999,43,34727149,86870000
11000,62,32875242,74340033
11001,62,32880598,74356038
11002,19,38962673,13830000
11003,35,3441-382,37576000
11004,35,36631433,37520000
11005,31,37132150,35730000
11006,38,37401391,39270000
11007,17,34871158,15310000
11008,15,32174822,18053505
11009,64,34921919,75940000
11010,32,33718738,36301180
11011,31,38911303,36570000
11012,22,38339300,28360000
11013,81,36311168,55870000
11014,16,36330623,14050110
11015,21,32716675,21655160
11016,38,36241275,39290000
11017,51,30855134,91787000
11018,55,35422350,98930000
11019,11,45341700,13250320
11020,35,32923451,37130000
11021,21,36305084,25900000
11022,66,35663300,78320000
11023,17,34424388,15600000
11024,83,32711316,58200000
11025,62,35112551,75400000
11026,28,35434039,29395000
11027,21,36622040,26170480
11028,37,32424818,35680378
11029,33,35341173,39818000
11030,17,33921052,14740000
11031,67,33731778,79097150
11032,37,32371122,35660296
11033,64,36712160,76100000
11034,47,34324162,89245000
11035,45,35410958,85875000
11036,15,35273039,18208080
11037,67,34414842,79750000
11038,64,34557081,75690000
11039,51,30835300,91710000
11040,74,36410856,44900000
11041,51,33309538,90410004
11042,62,32841000,74740040
